,FX_ID,P4,REND1,REND2,SEXO,ESCOLARIDADE,P1A,P1B,P1C,RACA,RELIGIAO,REGIAO,COND,P2_1,P3_1
936,16 E 17,Nenhuma vontade,ATÉ 1,MAIS DE 5 A 10,FEM,2ª série,Sim,Não,Sim,Parda,Católica Apostólica Romana,NORTE,INTERIOR,Melhorar a qualidade da educação,Responsabilizar e punir as empresas de tecnologia/comunicação que não removerem postagens com conteúdos falsos
937,55 A 64,Nenhuma vontade,MAIS DE 1 A 2,MAIS DE 1 A 2,FEM,3ª série,Não,Não,Sim,Parda,Outros,NORTE,CAPITAL,Reduzir as desigualdades sociais,"Ampliar a regulamentação, as regras a serem cumpridas pelas plataformas digitais (Facebook, Youtube, WhatsApp, etc.)"
938,25 A 34,Nenhuma vontade,MAIS DE 1 A 2,MAIS DE 2 A 5,FEM,Outros,Não,Não,Não,Branca,Outras Evangélicas específicas,SUL,PERIFERIA,Reduzir a violência,Responsabilizar e punir as empresas de tecnologia/comunicação que não removerem postagens com conteúdos falsos
939,18 A 24,Nenhuma vontade,ATÉ 1,ATÉ 1,MAS,3ª série,Não,Não,Não,Parda,Evangélica - Não sabe especificar,NORDESTE,INTERIOR,Reduzir a violência,"Ampliar a regulamentação para usuários que divulgam fake news, criadas por eles próprios ou por terceiros"
940,45 A 54,Nenhuma vontade,ATÉ 1,MAIS DE 1 A 2,FEM,8ª série (ou 9º ano),Sim,Sim,Sim,Branca,Católica Apostólica Romana,NORDESTE,INTERIOR,Incentivar a geração de empregos,Responsabilizar e punir os usuários que divulgam ou compartilham postagens com notícias ou conteúdos falsos
941,45 A 54,Nenhuma vontade,NÃO RESPONDEU,NÃO RESPONDEU,FEM,Superior completo,Não,Sim,Sim,Branca,Outros,SUDESTE,CAPITAL,Melhorar a qualidade da educação,Responsabilizar e punir as empresas de tecnologia/comunicação que não removerem postagens com conteúdos falsos
942,18 A 24,Nenhuma vontade,MAIS DE 2 A 5,MAIS DE 5 A 10,MAS,3ª série,Não,Não,Não,Branca,Católica Apostólica Romana,SUL,INTERIOR,Melhorar a qualidade da saúde,Responsabilizar e punir os usuários que divulgam ou compartilham postagens com notícias ou conteúdos falsos
943,65 E MAIS,Nenhuma vontade,ATÉ 1,MAIS DE 2 A 5,FEM,4ª série (ou 5º ano),Sim,Não,Não,Branca,Outras Evangélicas específicas,SUL,INTERIOR,Melhorar a qualidade da saúde,"Responsabilizar, punir ou caçar políticos que divulgam ou compartilham postagens com notícias ou conteúdos falsos"
944,65 E MAIS,Nenhuma vontade,ATÉ 1,ATÉ 1,MAS,Outros,Não,Não,Não,Parda,É religioso mas não segue nenhuma/ Agnóstico,NORDESTE,CAPITAL,Reduzir a violência,"Ampliar a regulamentação, as regras a serem cumpridas pelas plataformas digitais (Facebook, Youtube, WhatsApp, etc.)"
945,18 A 24,Nenhuma vontade,NÃO TEM RENDIMENTO PESSOAL,MAIS DE 1 A 2,FEM,2ª série,Não,Não,Não,Parda,Assembléia de Deus,SUDESTE,INTERIOR,Melhorar a qualidade da saúde,Responsabilizar e punir os usuários que divulgam ou compartilham postagens com notícias ou conteúdos falsos
946,35 A 44,Alguma vontade,ATÉ 1,ATÉ 1,MAS,3ª série,Não,Não,Não,Parda,Evangélica - Não sabe especificar,SUDESTE,INTERIOR,"Combater o preconceito (racismo, homofobia, diferença de classe social, etc.)",Responsabilizar e punir os usuários que divulgam ou compartilham postagens com notícias ou conteúdos falsos
947,35 A 44,Nenhuma vontade,MAIS DE 5 A 10,MAIS DE 5 A 10,MAS,Superior completo,Não,Não,Não,Parda,Católica Apostólica Romana,SUDESTE,CAPITAL,Melhorar a qualidade da educação,Responsabilizar e punir as empresas de tecnologia/comunicação que não removerem postagens com conteúdos falsos
948,25 A 34,Alguma vontade,MAIS DE 1 A 2,MAIS DE 2 A 5,MAS,Superior completo,Não,Não,Não,Branca,É religioso mas não segue nenhuma/ Agnóstico,NORDESTE,INTERIOR,Reduzir as desigualdades sociais,Responsabilizar e punir as empresas de tecnologia/comunicação que não removerem postagens com conteúdos falsos
949,18 A 24,Alguma vontade,MAIS DE 2 A 5,MAIS DE 2 A 5,MAS,3ª série,Sim,Sim,Sim,Parda,Outras Evangélicas específicas,SUDESTE,INTERIOR,"Combater o preconceito (racismo, homofobia, diferença de classe social, etc.)","Ampliar a regulamentação, as regras a serem cumpridas pelas plataformas digitais (Facebook, Youtube, WhatsApp, etc.)"
950,25 A 34,Nenhuma vontade,ATÉ 1,ATÉ 1,MAS,Outros,Sim,Sim,Sim,Parda,Outros,NORDESTE,INTERIOR,"Combater o preconceito (racismo, homofobia, diferença de classe social, etc.)","Ampliar a regulamentação para usuários que divulgam fake news, criadas por eles próprios ou por terceiros"
951,65 E MAIS,Nenhuma vontade,MAIS DE 2 A 5,MAIS DE 2 A 5,MAS,8ª série (ou 9º ano),Não,Não,Sim,Parda,Evangélica - Não sabe especificar,SUDESTE,PERIFERIA,Aumentar os impostos de grandes fortunas (ou dos mais ricos),Não sabe/ Não respondeu
952,55 A 64,Nenhuma vontade,ATÉ 1,MAIS DE 1 A 2,FEM,Outros,Não,Não,Não,Parda,Católica Apostólica Romana,NORDESTE,CAPITAL,Reduzir a violência,"Responsabilizar, punir ou caçar políticos que divulgam ou compartilham postagens com notícias ou conteúdos falsos"
953,45 A 54,Nenhuma vontade,MAIS DE 1 A 2,NÃO RESPONDEU,MAS,3ª série,Sim,Sim,Sim,Preta,Outras Evangélicas específicas,SUDESTE,CAPITAL,Reduzir a violência,"Responsabilizar, punir ou caçar políticos que divulgam ou compartilham postagens com notícias ou conteúdos falsos"
954,35 A 44,Nenhuma vontade,MAIS DE 1 A 2,MAIS DE 1 A 2,FEM,3ª série,Sim,Sim,Sim,Parda,Católica Apostólica Romana,SUDESTE,INTERIOR,Reduzir a violência,"Responsabilizar, punir ou caçar políticos que divulgam ou compartilham postagens com notícias ou conteúdos falsos"
955,45 A 54,Nenhuma vontade,MAIS DE 1 A 2,MAIS DE 1 A 2,FEM,8ª série (ou 9º ano),Não,Não,Não,Preta,Católica Apostólica Romana,SUDESTE,PERIFERIA,"Combater o preconceito (racismo, homofobia, diferença de classe social, etc.)","Ampliar a regulamentação para usuários que divulgam fake news, criadas por eles próprios ou por terceiros"
956,45 A 54,Nenhuma vontade,NÃO TEM RENDIMENTO PESSOAL,MAIS DE 1 A 2,MAS,3ª série,Não,Não,Não,Preta,Católica Apostólica Romana,SUDESTE,PERIFERIA,Reduzir as desigualdades sociais,"Ampliar a regulamentação, as regras a serem cumpridas pelas plataformas digitais (Facebook, Youtube, WhatsApp, etc.)"
957,45 A 54,Nenhuma vontade,MAIS DE 1 A 2,MAIS DE 1 A 2,MAS,3ª série,Sim,Sim,Não,Parda,Católica Apostólica Romana,NORTE,CAPITAL,Reduzir as desigualdades sociais,Responsabilizar e punir as empresas de tecnologia/comunicação que não removerem postagens com conteúdos falsos
958,55 A 64,Nenhuma vontade,MAIS DE 1 A 2,MAIS DE 1 A 2,FEM,8ª série (ou 9º ano),Sim,Sim,Sim,Branca,Católica Apostólica Romana,SUL,INTERIOR,Preservar os valores ligados à família,"Ampliar a regulamentação, as regras a serem cumpridas pelas plataformas digitais (Facebook, Youtube, WhatsApp, etc.)"
959,55 A 64,Nenhuma vontade,ATÉ 1,ATÉ 1,FEM,4ª série (ou 5º ano),Sim,Não,Não,Branca,Outras Evangélicas específicas,SUDESTE,PERIFERIA,Reduzir as desigualdades sociais,"Responsabilizar, punir ou caçar políticos que divulgam ou compartilham postagens com notícias ou conteúdos falsos"
960,45 A 54,Nenhuma vontade,MAIS DE 5 A 10,MAIS DE 5 A 10,MAS,3ª série,Sim,Sim,Sim,Branca,É religioso mas não segue nenhuma/ Agnóstico,SUDESTE,INTERIOR,Reduzir as desigualdades sociais,"Ampliar a regulamentação para usuários que divulgam fake news, criadas por eles próprios ou por terceiros"
961,35 A 44,Nenhuma vontade,ATÉ 1,ATÉ 1,MAS,3ª série,Não,Não,Não,Preta,Católica Apostólica Romana,NORDESTE,PERIFERIA,Melhorar a qualidade da saúde,Responsabilizar e punir os usuários que divulgam ou compartilham postagens com notícias ou conteúdos falsos
962,25 A 34,Nenhuma vontade,ATÉ 1,ATÉ 1,MAS,8ª série (ou 9º ano),Sim,Sim,Sim,Parda,Católica Apostólica Romana,NORTE,INTERIOR,Melhorar a qualidade da saúde,Responsabilizar e punir as empresas de tecnologia/comunicação que não removerem postagens com conteúdos falsos
963,18 A 24,Nenhuma vontade,MAIS DE 1 A 2,MAIS DE 2 A 5,MAS,Superior completo,Sim,Sim,Sim,Parda,Católica Apostólica Romana,NORDESTE,INTERIOR,Melhorar a qualidade da educação,Responsabilizar e punir os usuários que divulgam ou compartilham postagens com notícias ou conteúdos falsos
964,45 A 54,Nenhuma vontade,ATÉ 1,MAIS DE 1 A 2,MAS,8ª série (ou 9º ano),Não,Não,Não,Outros,Católica Apostólica Romana,SUL,INTERIOR,Aumentar os impostos de grandes fortunas (ou dos mais ricos),Responsabilizar e punir os usuários que divulgam ou compartilham postagens com notícias ou conteúdos falsos
965,35 A 44,Alguma vontade,MAIS DE 2 A 5,MAIS DE 5 A 10,FEM,Superior incompleto,Não,Não,Não,Branca,Católica Apostólica Romana,SUDESTE,INTERIOR,Reduzir as desigualdades sociais,"Ampliar a regulamentação, as regras a serem cumpridas pelas plataformas digitais (Facebook, Youtube, WhatsApp, etc.)"
966,45 A 54,Muita vontade,MAIS DE 2 A 5,MAIS DE 2 A 5,MAS,3ª série,Não,Não,Sim,Branca,Católica Apostólica Romana,NORDESTE,INTERIOR,Melhorar a qualidade da saúde,"Ampliar a regulamentação, as regras a serem cumpridas pelas plataformas digitais (Facebook, Youtube, WhatsApp, etc.)"
967,25 A 34,Nenhuma vontade,ATÉ 1,MAIS DE 1 A 2,MAS,3ª série,Não,Não,Não,Parda,Católica Apostólica Romana,SUDESTE,INTERIOR,Reduzir as desigualdades sociais,"Ampliar a regulamentação, as regras a serem cumpridas pelas plataformas digitais (Facebook, Youtube, WhatsApp, etc.)"
968,25 A 34,Nenhuma vontade,ATÉ 1,ATÉ 1,FEM,8ª série (ou 9º ano),Sim,Sim,Sim,Parda,Outros,SUDESTE,PERIFERIA,Preservar os valores ligados à família,"Ampliar a regulamentação para políticos que divulgam fake news, criadas por eles próprios ou por terceiros"
969,55 A 64,Nenhuma vontade,MAIS DE 1 A 2,MAIS DE 1 A 2,MAS,4ª série (ou 5º ano),Não,Não,Não,Branca,Outros,NORDESTE,INTERIOR,Reduzir as desigualdades sociais,Responsabilizar e punir os usuários que divulgam ou compartilham postagens com notícias ou conteúdos falsos
970,45 A 54,Alguma vontade,MAIS DE 2 A 5,MAIS DE 2 A 5,FEM,Superior completo,Sim,Sim,Sim,Preta,Outras Evangélicas específicas,SUDESTE,CAPITAL,Preservar os valores ligados à família,Responsabilizar e punir as empresas de tecnologia/comunicação que não removerem postagens com conteúdos falsos
971,35 A 44,Nenhuma vontade,NÃO TEM RENDIMENTO PESSOAL,ATÉ 1,MAS,4ª série (ou 5º ano),Não,Não,Não,Parda,Católica Apostólica Romana,NORDESTE,INTERIOR,"Combater o preconceito (racismo, homofobia, diferença de classe social, etc.)",Responsabilizar e punir as empresas de tecnologia/comunicação que não removerem postagens com conteúdos falsos
972,25 A 34,Nenhuma vontade,MAIS DE 1 A 2,MAIS DE 2 A 5,MAS,3ª série,Sim,Não,Não,Branca,Evangélica - Não sabe especificar,SUDESTE,INTERIOR,Melhorar a qualidade da saúde,"Ampliar a regulamentação para usuários que divulgam fake news, criadas por eles próprios ou por terceiros"
973,25 A 34,Alguma vontade,MAIS DE 10 A 20,MAIS DE 10 A 20,FEM,Superior completo,Não,Sim,Sim,Branca,É religioso mas não segue nenhuma/ Agnóstico,CENTRO OESTE,INTERIOR,Melhorar a qualidade da educação,"Ampliar a regulamentação, as regras a serem cumpridas pelas plataformas digitais (Facebook, Youtube, WhatsApp, etc.)"
974,55 A 64,Alguma vontade,MAIS DE 1 A 2,MAIS DE 1 A 2,MAS,8ª série (ou 9º ano),Sim,Sim,Sim,Parda,Evangélica - Não sabe especificar,SUDESTE,PERIFERIA,Incentivar a geração de empregos,Responsabilizar e punir as empresas de tecnologia/comunicação que não removerem postagens com conteúdos falsos
975,35 A 44,Alguma vontade,MAIS DE 1 A 2,MAIS DE 1 A 2,FEM,3ª série,Sim,Sim,Sim,Parda,Católica Apostólica Romana,SUL,INTERIOR,Preservar os valores ligados à família,Responsabilizar e punir os usuários que divulgam ou compartilham postagens com notícias ou conteúdos falsos
976,25 A 34,Muita vontade,MAIS DE 1 A 2,MAIS DE 2 A 5,MAS,Superior incompleto,Não,Sim,Não,Branca,Evangélica - Não sabe especificar,SUDESTE,CAPITAL,Incentivar a geração de empregos,Responsabilizar e punir as empresas de tecnologia/comunicação que não removerem postagens com conteúdos falsos
977,35 A 44,Nenhuma vontade,NÃO TEM RENDIMENTO PESSOAL,ATÉ 1,MAS,3ª série,Não,Não,Não,Parda,Católica Apostólica Romana,NORDESTE,INTERIOR,Reduzir a violência,Responsabilizar e punir as empresas de tecnologia/comunicação que não removerem postagens com conteúdos falsos
978,35 A 44,Muita vontade,MAIS DE 2 A 5,MAIS DE 5 A 10,MAS,Superior completo,Não votou em 2022 (Esp.),Não votou em 2022 (Esp.),Não votou em 2022 (Esp.),Branca,Outros,SUDESTE,CAPITAL,Melhorar a qualidade da educação,Responsabilizar e punir as empresas de tecnologia/comunicação que não removerem postagens com conteúdos falsos
979,45 A 54,Nenhuma vontade,MAIS DE 1 A 2,MAIS DE 1 A 2,MAS,Outros,Não,Não,Não,Preta,Assembléia de Deus,SUDESTE,INTERIOR,"Combater o preconceito (racismo, homofobia, diferença de classe social, etc.)","Responsabilizar, punir ou caçar políticos que divulgam ou compartilham postagens com notícias ou conteúdos falsos"
980,65 E MAIS,Muita vontade,ATÉ 1,ATÉ 1,FEM,Outros,Sim,Sim,Sim,Branca,Católica Apostólica Romana,SUDESTE,INTERIOR,Não sabe/ Não respondeu,Não sabe/ Não respondeu
981,55 A 64,Nenhuma vontade,ATÉ 1,ATÉ 1,MAS,4ª série (ou 5º ano),Sim,Sim,Sim,Parda,Católica Apostólica Romana,NORTE,INTERIOR,Reduzir as desigualdades sociais,Responsabilizar e punir as empresas de tecnologia/comunicação que não removerem postagens com conteúdos falsos
982,35 A 44,Alguma vontade,MAIS DE 2 A 5,MAIS DE 5 A 10,MAS,3ª série,Sim,Não,Não,Branca,Outras Evangélicas específicas,SUDESTE,INTERIOR,Melhorar a qualidade da saúde,"Ampliar a regulamentação para políticos que divulgam fake news, criadas por eles próprios ou por terceiros"
983,55 A 64,Nenhuma vontade,MAIS DE 2 A 5,MAIS DE 2 A 5,FEM,2ª série,Sim,Sim,Sim,Branca,Católica Apostólica Romana,SUDESTE,PERIFERIA,Reduzir as desigualdades sociais,Responsabilizar e punir os usuários que divulgam ou compartilham postagens com notícias ou conteúdos falsos
984,45 A 54,Nenhuma vontade,NÃO TEM RENDIMENTO PESSOAL,MAIS DE 1 A 2,MAS,8ª série (ou 9º ano),Não,Não,Não,Branca,Outras Evangélicas específicas,SUDESTE,INTERIOR,Reduzir a violência,Responsabilizar e punir os usuários que divulgam ou compartilham postagens com notícias ou conteúdos falsos
985,25 A 34,Nenhuma vontade,MAIS DE 1 A 2,MAIS DE 2 A 5,FEM,8ª série (ou 9º ano),Não,Não,Não,Preta,Católica Apostólica Romana,SUL,INTERIOR,Melhorar a qualidade da saúde,Responsabilizar e punir as empresas de tecnologia/comunicação que não removerem postagens com conteúdos falsos
986,25 A 34,Nenhuma vontade,MAIS DE 1 A 2,MAIS DE 2 A 5,MAS,Superior completo,Não votou em 2022 (Esp.),Não votou em 2022 (Esp.),Não votou em 2022 (Esp.),Preta,É religioso mas não segue nenhuma/ Agnóstico,SUDESTE,INTERIOR,Incentivar a geração de empregos,Responsabilizar e punir as empresas de tecnologia/comunicação que não removerem postagens com conteúdos falsos
987,25 A 34,Muita vontade,MAIS DE 1 A 2,MAIS DE 2 A 5,MAS,Superior completo,Sim,Sim,Sim,Parda,Outras Evangélicas específicas,NORDESTE,INTERIOR,Melhorar a qualidade da saúde,Responsabilizar e punir as empresas de tecnologia/comunicação que não removerem postagens com conteúdos falsos
988,65 E MAIS,Nenhuma vontade,ATÉ 1,ATÉ 1,FEM,Outros,Não,Não,Não,Branca,Católica Apostólica Romana,SUDESTE,CAPITAL,Melhorar a qualidade da saúde,Responsabilizar e punir os usuários que divulgam ou compartilham postagens com notícias ou conteúdos falsos
989,35 A 44,Muita vontade,MAIS DE 2 A 5,MAIS DE 5 A 10,MAS,Superior incompleto,Sim,Sim,Sim,Branca,Outros,NORDESTE,INTERIOR,Reduzir as desigualdades sociais,"Ampliar a regulamentação, as regras a serem cumpridas pelas plataformas digitais (Facebook, Youtube, WhatsApp, etc.)"
990,35 A 44,Nenhuma vontade,NÃO TEM RENDIMENTO PESSOAL,ATÉ 1,MAS,3ª série,Não,Não,Não,Branca,Católica Apostólica Romana,NORDESTE,INTERIOR,Preservar os valores ligados à família,Responsabilizar e punir as empresas de tecnologia/comunicação que não removerem postagens com conteúdos falsos
991,45 A 54,Nenhuma vontade,MAIS DE 1 A 2,MAIS DE 1 A 2,FEM,3ª série,Sim,Sim,Sim,Parda,Assembléia de Deus,SUDESTE,PERIFERIA,Reduzir as desigualdades sociais,Responsabilizar e punir as empresas de tecnologia/comunicação que não removerem postagens com conteúdos falsos
992,35 A 44,Muita vontade,MAIS DE 1 A 2,MAIS DE 1 A 2,FEM,8ª série (ou 9º ano),Sim,Sim,Sim,Branca,Outros,SUDESTE,INTERIOR,"Combater o preconceito (racismo, homofobia, diferença de classe social, etc.)",Responsabilizar e punir as empresas de tecnologia/comunicação que não removerem postagens com conteúdos falsos
993,55 A 64,Nenhuma vontade,ATÉ 1,ATÉ 1,FEM,Outros,Sim,Sim,Não,Branca,Outros,NORTE,CAPITAL,Melhorar a qualidade da educação,Responsabilizar e punir os usuários que divulgam ou compartilham postagens com notícias ou conteúdos falsos
994,35 A 44,Muita vontade,MAIS DE 1 A 2,MAIS DE 1 A 2,MAS,Superior incompleto,Sim,Sim,Sim,Branca,Outros,SUDESTE,INTERIOR,Melhorar a qualidade da saúde,Responsabilizar e punir as empresas de tecnologia/comunicação que não removerem postagens com conteúdos falsos
995,25 A 34,Nenhuma vontade,NÃO TEM RENDIMENTO PESSOAL,ATÉ 1,MAS,3ª série,Não,Não,Não,Branca,Evangélica - Não sabe especificar,CENTRO OESTE,CAPITAL,Defender a igualdade entre homens e mulheres,"Ampliar a regulamentação, as regras a serem cumpridas pelas plataformas digitais (Facebook, Youtube, WhatsApp, etc.)"
996,25 A 34,Nenhuma vontade,ATÉ 1,ATÉ 1,MAS,Outros,Não,Não,Não,Parda,Assembléia de Deus,NORDESTE,INTERIOR,Reduzir as desigualdades sociais,"Ampliar a regulamentação, as regras a serem cumpridas pelas plataformas digitais (Facebook, Youtube, WhatsApp, etc.)"
997,16 E 17,Nenhuma vontade,NÃO TEM RENDIMENTO PESSOAL,MAIS DE 1 A 2,MAS,2ª série,Sim,Sim,Sim,Preta,Evangélica - Não sabe especificar,SUDESTE,INTERIOR,Incentivar a geração de empregos,"Ampliar a regulamentação, as regras a serem cumpridas pelas plataformas digitais (Facebook, Youtube, WhatsApp, etc.)"
998,55 A 64,Muita vontade,ATÉ 1,ATÉ 1,FEM,Outros,Sim,Sim,Não,Parda,Assembléia de Deus,NORDESTE,INTERIOR,Melhorar a qualidade da saúde,Não sabe/ Não respondeu
999,45 A 54,Alguma vontade,ATÉ 1,MAIS DE 1 A 2,FEM,3ª série,Não,Sim,Sim,Branca,Outros,SUDESTE,INTERIOR,Melhorar a qualidade da saúde,"Ampliar a regulamentação para usuários que divulgam fake news, criadas por eles próprios ou por terceiros"
1000,55 A 64,Nenhuma vontade,MAIS DE 2 A 5,MAIS DE 2 A 5,FEM,Outros,Sim,Sim,Sim,Parda,Outros,NORTE,INTERIOR,Melhorar a qualidade da educação,"Ampliar a regulamentação, as regras a serem cumpridas pelas plataformas digitais (Facebook, Youtube, WhatsApp, etc.)"
1001,45 A 54,Nenhuma vontade,MAIS DE 2 A 5,MAIS DE 2 A 5,MAS,Outros,Não,Não,Não,Branca,Católica Apostólica Romana,SUDESTE,INTERIOR,Incentivar a geração de empregos,"Ampliar a regulamentação para usuários que divulgam fake news, criadas por eles próprios ou por terceiros"
1002,55 A 64,Nenhuma vontade,ATÉ 1,ATÉ 1,FEM,4ª série (ou 5º ano),Não,Não,Não,Parda,Católica Apostólica Romana,NORDESTE,INTERIOR,Melhorar a qualidade da saúde,Não sabe/ Não respondeu
1003,35 A 44,Nenhuma vontade,MAIS DE 1 A 2,MAIS DE 1 A 2,MAS,3ª série,Não,Sim,Não,Branca,Assembléia de Deus,SUDESTE,CAPITAL,Melhorar a qualidade da educação,Responsabilizar e punir as empresas de tecnologia/comunicação que não removerem postagens com conteúdos falsos
1004,35 A 44,Alguma vontade,MAIS DE 2 A 5,MAIS DE 5 A 10,MAS,3ª série,Sim,Sim,Sim,Parda,Católica Apostólica Romana,SUDESTE,INTERIOR,Melhorar a qualidade da saúde,"Responsabilizar, punir ou caçar políticos que divulgam ou compartilham postagens com notícias ou conteúdos falsos"
1005,45 A 54,Nenhuma vontade,NÃO TEM RENDIMENTO PESSOAL,MAIS DE 2 A 5,FEM,4ª série (ou 5º ano),Sim,Sim,Sim,Branca,Católica Apostólica Romana,SUDESTE,INTERIOR,Melhorar a qualidade da educação,"Ampliar a regulamentação para políticos que divulgam fake news, criadas por eles próprios ou por terceiros"
1006,18 A 24,Não sabe/ Não respondeu,NÃO TEM RENDIMENTO PESSOAL,MAIS DE 1 A 2,FEM,3ª série,Sim,Sim,Não,Parda,Evangélica - Não sabe especificar,SUL,INTERIOR,Preservar os valores ligados à família,"Ampliar a regulamentação, as regras a serem cumpridas pelas plataformas digitais (Facebook, Youtube, WhatsApp, etc.)"
1007,35 A 44,Nenhuma vontade,ATÉ 1,ATÉ 1,FEM,8ª série (ou 9º ano),Não,Não,Não,Preta,Católica Apostólica Romana,SUDESTE,INTERIOR,Melhorar a qualidade da saúde,Responsabilizar e punir os usuários que divulgam ou compartilham postagens com notícias ou conteúdos falsos
1008,45 A 54,Nenhuma vontade,NÃO TEM RENDIMENTO PESSOAL,NÃO RESPONDEU,FEM,Superior completo,Não,Não,Não,Parda,Assembléia de Deus,NORDESTE,PERIFERIA,Reduzir as desigualdades sociais,"Ampliar a regulamentação para políticos que divulgam fake news, criadas por eles próprios ou por terceiros"
1009,45 A 54,Muita vontade,MAIS DE 1 A 2,MAIS DE 1 A 2,MAS,3ª série,Sim,Sim,Sim,Branca,Evangélica - Não sabe especificar,SUDESTE,PERIFERIA,Preservar os valores ligados à família,Responsabilizar e punir as empresas de tecnologia/comunicação que não removerem postagens com conteúdos falsos
1010,18 A 24,Nenhuma vontade,ATÉ 1,MAIS DE 1 A 2,MAS,3ª série,Não,Não,Não,Parda,Assembléia de Deus,NORTE,CAPITAL,Reduzir as desigualdades sociais,Responsabilizar e punir os usuários que divulgam ou compartilham postagens com notícias ou conteúdos falsos
1011,45 A 54,Nenhuma vontade,ATÉ 1,MAIS DE 1 A 2,FEM,3ª série,Não,Sim,Não,Parda,Outras Evangélicas específicas,SUDESTE,INTERIOR,Reduzir a violência,Responsabilizar e punir os usuários que divulgam ou compartilham postagens com notícias ou conteúdos falsos
1012,35 A 44,Nenhuma vontade,MAIS DE 1 A 2,MAIS DE 1 A 2,FEM,3ª série,Não,Não,Não,Parda,Outros,NORDESTE,INTERIOR,Incentivar a geração de empregos,Responsabilizar e punir as empresas de tecnologia/comunicação que não removerem postagens com conteúdos falsos
1013,35 A 44,Nenhuma vontade,MAIS DE 5 A 10,MAIS DE 5 A 10,MAS,Superior incompleto,Não,Não,Não,Parda,Católica Apostólica Romana,SUDESTE,PERIFERIA,Reduzir as desigualdades sociais,"Ampliar a regulamentação para políticos que divulgam fake news, criadas por eles próprios ou por terceiros"
1014,35 A 44,Alguma vontade,ATÉ 1,MAIS DE 1 A 2,FEM,Outros,Não,Não,Não,Branca,Assembléia de Deus,SUDESTE,INTERIOR,Não sabe/ Não respondeu,Responsabilizar e punir os usuários que divulgam ou compartilham postagens com notícias ou conteúdos falsos
1015,45 A 54,Nenhuma vontade,ATÉ 1,ATÉ 1,MAS,Outros,Não,Não,Não,Parda,Católica Apostólica Romana,NORTE,INTERIOR,"Combater o preconceito (racismo, homofobia, diferença de classe social, etc.)","Ampliar a regulamentação, as regras a serem cumpridas pelas plataformas digitais (Facebook, Youtube, WhatsApp, etc.)"
1016,18 A 24,Nenhuma vontade,NÃO TEM RENDIMENTO PESSOAL,NÃO RESPONDEU,MAS,8ª série (ou 9º ano),Sim,Sim,Sim,Branca,É religioso mas não segue nenhuma/ Agnóstico,SUL,INTERIOR,Ampliar o uso de energias renováveis,Não sabe/ Não respondeu
1017,45 A 54,Nenhuma vontade,MAIS DE 5 A 10,MAIS DE 5 A 10,MAS,3ª série,Sim,Sim,Sim,Branca,Católica Apostólica Romana,SUDESTE,PERIFERIA,Melhorar a qualidade da educação,Responsabilizar e punir as empresas de tecnologia/comunicação que não removerem postagens com conteúdos falsos
1018,55 A 64,Nenhuma vontade,ATÉ 1,MAIS DE 1 A 2,FEM,3ª série,Não,Não,Sim,Branca,Católica Apostólica Romana,SUDESTE,PERIFERIA,Incentivar a geração de empregos,"Ampliar a regulamentação para políticos que divulgam fake news, criadas por eles próprios ou por terceiros"
1019,45 A 54,Nenhuma vontade,ATÉ 1,MAIS DE 1 A 2,FEM,Outros,Sim,Sim,Sim,Parda,Outras Evangélicas específicas,SUL,PERIFERIA,Melhorar a qualidade da saúde,"Ampliar a regulamentação, as regras a serem cumpridas pelas plataformas digitais (Facebook, Youtube, WhatsApp, etc.)"
1020,35 A 44,Nenhuma vontade,ATÉ 1,MAIS DE 1 A 2,MAS,Outros,Sim,Não votou em 2022 (Esp.),Não votou em 2022 (Esp.),Parda,Assembléia de Deus,NORTE,INTERIOR,Ampliar os espaços de participação política da população,Responsabilizar e punir as empresas de tecnologia/comunicação que não removerem postagens com conteúdos falsos
1021,25 A 34,Alguma vontade,MAIS DE 1 A 2,MAIS DE 1 A 2,MAS,2ª série,Sim,Não,Não,Parda,É religioso mas não segue nenhuma/ Agnóstico,CENTRO OESTE,INTERIOR,Reduzir as desigualdades sociais,"Ampliar a regulamentação, as regras a serem cumpridas pelas plataformas digitais (Facebook, Youtube, WhatsApp, etc.)"
1022,25 A 34,Nenhuma vontade,MAIS DE 1 A 2,MAIS DE 1 A 2,FEM,2ª série,Não,Não,Não,Preta,Assembléia de Deus,SUDESTE,PERIFERIA,Reduzir a violência,"Ampliar a regulamentação, as regras a serem cumpridas pelas plataformas digitais (Facebook, Youtube, WhatsApp, etc.)"
1023,16 E 17,Nenhuma vontade,ATÉ 1,ATÉ 1,FEM,2ª série,Não votou em 2022 (Esp.),Não votou em 2022 (Esp.),Não votou em 2022 (Esp.),Parda,É religioso mas não segue nenhuma/ Agnóstico,SUDESTE,INTERIOR,Incentivar a geração de empregos,Responsabilizar e punir os usuários que divulgam ou compartilham postagens com notícias ou conteúdos falsos
1024,18 A 24,Nenhuma vontade,ATÉ 1,MAIS DE 1 A 2,FEM,Superior incompleto,Não,Não,Não,Branca,Outros,NORDESTE,CAPITAL,Melhorar a qualidade da educação,Responsabilizar e punir as empresas de tecnologia/comunicação que não removerem postagens com conteúdos falsos
