SEXO,IDADE,FX_ID,ESCOLARIDADE,P1A,P1B,P1C,P2_1,P2_2,P2_3,P3_1,P3_2,P3_3,P3_4,P3_5,P3_6,P4,RACA,RELIGIAO,REND1,REND2,REGIAO,COND,PORTE,ID_Ipec,DATA_ENTREVISTA,TIPO_COLETA
MAS,26.0,25 A 34,2ª série,Não,Não,Não,Reduzir as desigualdades sociais,Defender a igualdade entre homens e mulheres,"Combater o preconceito (racismo, homofobia, diferença de classe social, etc.)","Ampliar a regulamentação, as regras a serem cumpridas pelas plataformas digitais (Facebook, Youtube, WhatsApp, etc.)",,,,,,Nenhuma vontade,Parda,Espírita/ Kardecista,ATÉ 1,ATÉ 1,NORDESTE,INTERIOR,DE 20.001 A 50.000,189634621.0,2023-09-02,Face a face
FEM,46.0,45 A 54,3ª série,Não,Não,Não,Reduzir as desigualdades sociais,Melhorar a qualidade da saúde,Combater as mudanças climáticas/desmatamento,"Ampliar a regulamentação, as regras a serem cumpridas pelas plataformas digitais (Facebook, Youtube, WhatsApp, etc.)",Responsabilizar e punir as empresas de tecnologia/comunicação que não removerem postagens com conteúdos falsos,"Ampliar a regulamentação para usuários que divulgam fake news, criadas por eles próprios ou por terceiros",Responsabilizar e punir os usuários que divulgam ou compartilham postagens com notícias ou conteúdos falsos,"Ampliar a regulamentação para políticos que divulgam fake news, criadas por eles próprios ou por terceiros","Responsabilizar, punir ou caçar políticos que divulgam ou compartilham postagens com notícias ou conteúdos falsos",Muita vontade,Parda,Outras Evangélicas específicas,ATÉ 1,ATÉ 1,SUL,PERIFERIA,DE 100.001 A 500.000,189526277.0,2023-09-01,Face a face
MAS,22.0,18 A 24,Superior incompleto,Não,Não,Não,Incentivar a geração de empregos,Reduzir as desigualdades sociais,Melhorar a qualidade da educação,Não sabe/ Não respondeu,,,,,,Nenhuma vontade,Branca,É religioso mas não segue nenhuma/ Agnóstico,MAIS DE 1 A 2,MAIS DE 5 A 10,SUDESTE,PERIFERIA,MAIS DE 500.000,189686860.0,2023-09-04,Face a face
FEM,34.0,25 A 34,3ª série,Não,Não,Não,"Combater o preconceito (racismo, homofobia, diferença de classe social, etc.)",Incentivar a geração de empregos,Preservar os valores ligados à família,"Ampliar a regulamentação, as regras a serem cumpridas pelas plataformas digitais (Facebook, Youtube, WhatsApp, etc.)",Responsabilizar e punir as empresas de tecnologia/comunicação que não removerem postagens com conteúdos falsos,"Ampliar a regulamentação para usuários que divulgam fake news, criadas por eles próprios ou por terceiros",Responsabilizar e punir os usuários que divulgam ou compartilham postagens com notícias ou conteúdos falsos,"Ampliar a regulamentação para políticos que divulgam fake news, criadas por eles próprios ou por terceiros","Responsabilizar, punir ou caçar políticos que divulgam ou compartilham postagens com notícias ou conteúdos falsos",Nenhuma vontade,Parda,Católica Apostólica Romana,ATÉ 1,MAIS DE 1 A 2,SUDESTE,INTERIOR,DE 20.001 A 50.000,189564353.0,2023-09-02,Face a face
MAS,66.0,65 E MAIS,5ª série (ou 6º ano),Sim,Sim,Sim,Não sabe/ Não respondeu,,,Não sabe/ Não respondeu,,,,,,Alguma vontade,Parda,Católica Apostólica Romana,MAIS DE 1 A 2,MAIS DE 1 A 2,NORDESTE,INTERIOR,DE 50.001 A 100.000,189516153.0,2023-09-01,Face a face
MAS,27.0,25 A 34,7ª série (ou 8º ano),Não,Não,Não,Reduzir a violência,Melhorar a qualidade da saúde,Defender a igualdade entre homens e mulheres,"Responsabilizar, punir ou caçar políticos que divulgam ou compartilham postagens com notícias ou conteúdos falsos",,,,,,Nenhuma vontade,Parda,Evangélica - Não sabe especificar,ATÉ 1,MAIS DE 1 A 2,SUDESTE,INTERIOR,DE 100.001 A 500.000,189560183.0,2023-09-02,Face a face
MAS,65.0,65 E MAIS,7ª série (ou 8º ano),Não,Sim,Sim,Incentivar a geração de empregos,Combater as mudanças climáticas/desmatamento,Preservar os valores ligados à família,"Ampliar a regulamentação para usuários que divulgam fake news, criadas por eles próprios ou por terceiros",,,,,,Nenhuma vontade,Parda,Católica Apostólica Romana,MAIS DE 1 A 2,MAIS DE 1 A 2,CENTRO OESTE,INTERIOR,DE 10.001 A 20.000,189595705.0,2023-09-03,Face a face
MAS,24.0,18 A 24,3ª série,Não,Não,Não,"Combater o preconceito (racismo, homofobia, diferença de classe social, etc.)",Reduzir a violência,Melhorar a qualidade da saúde,Responsabilizar e punir as empresas de tecnologia/comunicação que não removerem postagens com conteúdos falsos,,,,,,Nenhuma vontade,Branca,Evangelho Quadrangular,ATÉ 1,ATÉ 1,SUDESTE,INTERIOR,ATÉ 5.000,189636262.0,2023-09-04,Face a face
FEM,16.0,16 E 17,1ª série,Não votou em 2022 (Esp.),Não votou em 2022 (Esp.),Não votou em 2022 (Esp.),Reduzir as desigualdades sociais,Melhorar a qualidade da saúde,Melhorar a qualidade da educação,"Ampliar a regulamentação, as regras a serem cumpridas pelas plataformas digitais (Facebook, Youtube, WhatsApp, etc.)",,,,,,Nenhuma vontade,Parda,Católica Apostólica Romana,ATÉ 1,MAIS DE 1 A 2,NORDESTE,INTERIOR,DE 50.001 A 100.000,189599139.0,2023-09-03,Face a face
FEM,17.0,16 E 17,3ª série,Não,Não,Não,"Combater o preconceito (racismo, homofobia, diferença de classe social, etc.)",Incentivar a geração de empregos,Preservar os valores ligados à família,"Ampliar a regulamentação, as regras a serem cumpridas pelas plataformas digitais (Facebook, Youtube, WhatsApp, etc.)",Responsabilizar e punir os usuários que divulgam ou compartilham postagens com notícias ou conteúdos falsos,"Responsabilizar, punir ou caçar políticos que divulgam ou compartilham postagens com notícias ou conteúdos falsos",,,,Nenhuma vontade,Preta,Assembléia de Deus,ATÉ 1,MAIS DE 2 A 5,NORDESTE,PERIFERIA,DE 50.001 A 100.000,189567458.0,2023-09-02,Face a face
FEM,54.0,45 A 54,3ª série,Não,Não,Não,Reduzir as desigualdades sociais,Melhorar a qualidade da saúde,Reduzir a violência,Responsabilizar e punir as empresas de tecnologia/comunicação que não removerem postagens com conteúdos falsos,,,,,,Nenhuma vontade,Amarela,Batista/ Metodista/ Presbiteriana,MAIS DE 2 A 5,MAIS DE 5 A 10,NORDESTE,INTERIOR,DE 20.001 A 50.000,189594448.0,2023-09-03,Face a face
FEM,27.0,25 A 34,Superior incompleto,Não,Não,Não,Melhorar a qualidade da saúde,Incentivar a geração de empregos,"Combater o preconceito (racismo, homofobia, diferença de classe social, etc.)","Ampliar a regulamentação, as regras a serem cumpridas pelas plataformas digitais (Facebook, Youtube, WhatsApp, etc.)",Responsabilizar e punir os usuários que divulgam ou compartilham postagens com notícias ou conteúdos falsos,,,,,Nenhuma vontade,Branca,Outras religiões,NÃO TEM RENDIMENTO PESSOAL,ATÉ 1,SUDESTE,INTERIOR,MAIS DE 500.000,189603560.0,2023-09-03,Face a face
FEM,61.0,55 A 64,4ª série (ou 5º ano),Não,Não,Não,Melhorar a qualidade da saúde,Melhorar a qualidade da educação,,Não sabe/ Não respondeu,,,,,,Nenhuma vontade,Parda,Católica Apostólica Romana,ATÉ 1,ATÉ 1,NORDESTE,INTERIOR,DE 100.001 A 500.000,189598273.0,2023-09-03,Face a face
MAS,17.0,16 E 17,2ª série,Não,Não,Não,Ampliar os espaços de participação política da população,Melhorar a qualidade da saúde,Melhorar a qualidade da educação,"Ampliar a regulamentação, as regras a serem cumpridas pelas plataformas digitais (Facebook, Youtube, WhatsApp, etc.)","Ampliar a regulamentação para políticos que divulgam fake news, criadas por eles próprios ou por terceiros","Responsabilizar, punir ou caçar políticos que divulgam ou compartilham postagens com notícias ou conteúdos falsos",,,,Nenhuma vontade,Branca,"Ateu, não tem religião",ATÉ 1,ATÉ 1,CENTRO OESTE,CAPITAL,MAIS DE 500.000,189527291.0,2023-09-01,Face a face
MAS,31.0,25 A 34,1ª série,Sim,Não,Sim,Melhorar a qualidade da saúde,Melhorar a qualidade da educação,Reduzir a violência,"Ampliar a regulamentação, as regras a serem cumpridas pelas plataformas digitais (Facebook, Youtube, WhatsApp, etc.)",Responsabilizar e punir as empresas de tecnologia/comunicação que não removerem postagens com conteúdos falsos,,,,,Nenhuma vontade,Branca,"Ateu, não tem religião",MAIS DE 5 A 10,MAIS DE 5 A 10,SUDESTE,PERIFERIA,DE 100.001 A 500.000,189639866.0,2023-09-04,Face a face
MAS,65.0,65 E MAIS,Superior completo,Sim,Sim,Sim,Incentivar a geração de empregos,Melhorar a qualidade da saúde,Melhorar a qualidade da educação,"Ampliar a regulamentação, as regras a serem cumpridas pelas plataformas digitais (Facebook, Youtube, WhatsApp, etc.)",,,,,,Nenhuma vontade,Branca,Católica Apostólica Romana,MAIS DE 5 A 10,MAIS DE 5 A 10,SUL,PERIFERIA,DE 100.001 A 500.000,189524112.0,2023-09-01,Face a face
FEM,48.0,45 A 54,Superior completo,Não,Não,Sim,Reduzir as desigualdades sociais,Reduzir a violência,Aumentar os impostos de grandes fortunas (ou dos mais ricos),"Ampliar a regulamentação, as regras a serem cumpridas pelas plataformas digitais (Facebook, Youtube, WhatsApp, etc.)",Responsabilizar e punir as empresas de tecnologia/comunicação que não removerem postagens com conteúdos falsos,"Responsabilizar, punir ou caçar políticos que divulgam ou compartilham postagens com notícias ou conteúdos falsos",,,,Nenhuma vontade,Parda,É religioso mas não segue nenhuma/ Agnóstico,MAIS DE 2 A 5,MAIS DE 5 A 10,SUDESTE,INTERIOR,DE 50.001 A 100.000,189596403.0,2023-09-03,Face a face
FEM,45.0,45 A 54,6ª série (ou 7º ano),Não,Não,Não,Defender a igualdade entre homens e mulheres,Melhorar a qualidade da saúde,Melhorar a qualidade da educação,Responsabilizar e punir os usuários que divulgam ou compartilham postagens com notícias ou conteúdos falsos,"Responsabilizar, punir ou caçar políticos que divulgam ou compartilham postagens com notícias ou conteúdos falsos",,,,,Nenhuma vontade,Parda,Católica Apostólica Romana,NÃO TEM RENDIMENTO PESSOAL,MAIS DE 1 A 2,CENTRO OESTE,INTERIOR,DE 20.001 A 50.000,189577050.0,2023-09-02,Face a face
MAS,43.0,35 A 44,1ª série (ou 2º ano),Sim,Não,Sim,Melhorar a qualidade da saúde,Reduzir a violência,Combater as mudanças climáticas/desmatamento,Responsabilizar e punir os usuários que divulgam ou compartilham postagens com notícias ou conteúdos falsos,"Responsabilizar, punir ou caçar políticos que divulgam ou compartilham postagens com notícias ou conteúdos falsos",,,,,Nenhuma vontade,Branca,Batista/ Metodista/ Presbiteriana,NÃO TEM RENDIMENTO PESSOAL,MAIS DE 1 A 2,CENTRO OESTE,INTERIOR,DE 100.001 A 500.000,189607100.0,2023-09-03,Face a face
MAS,44.0,35 A 44,Superior completo,Não,Não,Não,Reduzir as desigualdades sociais,Reduzir a violência,,"Ampliar a regulamentação para usuários que divulgam fake news, criadas por eles próprios ou por terceiros",,,,,,Nenhuma vontade,Branca,Católica Apostólica Romana,MAIS DE 2 A 5,MAIS DE 2 A 5,SUDESTE,CAPITAL,MAIS DE 500.000,189666878.0,2023-09-04,Face a face
FEM,61.0,55 A 64,3ª série,Não,Não,Não,Reduzir as desigualdades sociais,Incentivar a geração de empregos,Aumentar os impostos de grandes fortunas (ou dos mais ricos),"Ampliar a regulamentação, as regras a serem cumpridas pelas plataformas digitais (Facebook, Youtube, WhatsApp, etc.)",Responsabilizar e punir as empresas de tecnologia/comunicação que não removerem postagens com conteúdos falsos,,,,,Nenhuma vontade,Preta,Católica Apostólica Romana,MAIS DE 1 A 2,MAIS DE 1 A 2,SUDESTE,CAPITAL,MAIS DE 500.000,189649469.0,2023-09-04,Face a face
FEM,26.0,25 A 34,7ª série (ou 8º ano),Não,Não,Não,Reduzir a violência,Melhorar a qualidade da saúde,,"Ampliar a regulamentação para usuários que divulgam fake news, criadas por eles próprios ou por terceiros",Responsabilizar e punir os usuários que divulgam ou compartilham postagens com notícias ou conteúdos falsos,,,,,Nenhuma vontade,Parda,Outras Evangélicas específicas,NÃO TEM RENDIMENTO PESSOAL,ATÉ 1,SUDESTE,INTERIOR,ATÉ 5.000,189706430.0,2023-09-05,Face a face
FEM,42.0,35 A 44,6ª série (ou 7º ano),Sim,Sim,Sim,Não sabe/ Não respondeu,,,Não sabe/ Não respondeu,,,,,,Nenhuma vontade,Parda,Católica Apostólica Romana,NÃO TEM RENDIMENTO PESSOAL,MAIS DE 1 A 2,CENTRO OESTE,INTERIOR,DE 100.001 A 500.000,189647565.0,2023-09-04,Face a face
MAS,34.0,25 A 34,5ª série (ou 6º ano),Não,Não,Não,Incentivar a geração de empregos,Preservar os valores ligados à família,Melhorar a qualidade da educação,Responsabilizar e punir as empresas de tecnologia/comunicação que não removerem postagens com conteúdos falsos,,,,,,Nenhuma vontade,Parda,É religioso mas não segue nenhuma/ Agnóstico,ATÉ 1,MAIS DE 1 A 2,NORTE,INTERIOR,DE 20.001 A 50.000,189554847.0,2023-09-02,Face a face
MAS,18.0,18 A 24,3ª série,Não votou em 2022 (Esp.),Não votou em 2022 (Esp.),Não votou em 2022 (Esp.),Ampliar o uso de energias renováveis,Melhorar a qualidade da educação,Melhorar a qualidade da saúde,"Ampliar a regulamentação para políticos que divulgam fake news, criadas por eles próprios ou por terceiros","Responsabilizar, punir ou caçar políticos que divulgam ou compartilham postagens com notícias ou conteúdos falsos",,,,,Nenhuma vontade,Branca,"Afro-Brasileiras (Umbanda, Candomblé, etc)",NÃO TEM RENDIMENTO PESSOAL,MAIS DE 2 A 5,SUDESTE,INTERIOR,DE 50.001 A 100.000,189658106.0,2023-09-04,Face a face
FEM,22.0,18 A 24,3ª série,Não,Não,Não,Reduzir a violência,Ampliar o uso de energias renováveis,Melhorar a qualidade da educação,Responsabilizar e punir as empresas de tecnologia/comunicação que não removerem postagens com conteúdos falsos,Responsabilizar e punir os usuários que divulgam ou compartilham postagens com notícias ou conteúdos falsos,,,,,Alguma vontade,Parda,Evangélica - Não sabe especificar,ATÉ 1,NÃO RESPONDEU,NORDESTE,INTERIOR,DE 20.001 A 50.000,189686701.0,2023-09-05,Face a face
MAS,68.0,65 E MAIS,8ª série (ou 9º ano),Sim,Sim,Sim,Reduzir a violência,Melhorar a qualidade da saúde,Melhorar a qualidade da educação,Responsabilizar e punir as empresas de tecnologia/comunicação que não removerem postagens com conteúdos falsos,Responsabilizar e punir os usuários que divulgam ou compartilham postagens com notícias ou conteúdos falsos,"Responsabilizar, punir ou caçar políticos que divulgam ou compartilham postagens com notícias ou conteúdos falsos",,,,Nenhuma vontade,Parda,Batista/ Metodista/ Presbiteriana,MAIS DE 1 A 2,MAIS DE 1 A 2,SUDESTE,CAPITAL,MAIS DE 500.000,189580028.0,2023-09-02,Face a face
MAS,48.0,45 A 54,1ª série (ou 2º ano),Não,Não,Não,Incentivar a geração de empregos,Melhorar a qualidade da saúde,Ampliar os espaços de participação política da população,Responsabilizar e punir as empresas de tecnologia/comunicação que não removerem postagens com conteúdos falsos,Responsabilizar e punir os usuários que divulgam ou compartilham postagens com notícias ou conteúdos falsos,"Responsabilizar, punir ou caçar políticos que divulgam ou compartilham postagens com notícias ou conteúdos falsos",,,,Nenhuma vontade,Parda,Católica Apostólica Romana,NÃO TEM RENDIMENTO PESSOAL,ATÉ 1,NORDESTE,CAPITAL,MAIS DE 500.000,189633232.0,2023-09-04,Face a face
FEM,31.0,25 A 34,3ª série,Não,Não,Não,Ampliar o uso de energias renováveis,Incentivar a geração de empregos,Preservar os valores ligados à família,"Ampliar a regulamentação, as regras a serem cumpridas pelas plataformas digitais (Facebook, Youtube, WhatsApp, etc.)",,,,,,Nenhuma vontade,Branca,Outras religiões,NÃO TEM RENDIMENTO PESSOAL,ATÉ 1,SUL,INTERIOR,DE 100.001 A 500.000,189662640.0,2023-09-04,Face a face
MAS,30.0,25 A 34,3ª série,Não,Não,Sim,Preservar os valores ligados à família,Melhorar a qualidade da saúde,Melhorar a qualidade da educação,"Ampliar a regulamentação, as regras a serem cumpridas pelas plataformas digitais (Facebook, Youtube, WhatsApp, etc.)",Responsabilizar e punir as empresas de tecnologia/comunicação que não removerem postagens com conteúdos falsos,"Ampliar a regulamentação para usuários que divulgam fake news, criadas por eles próprios ou por terceiros",Responsabilizar e punir os usuários que divulgam ou compartilham postagens com notícias ou conteúdos falsos,"Ampliar a regulamentação para políticos que divulgam fake news, criadas por eles próprios ou por terceiros","Responsabilizar, punir ou caçar políticos que divulgam ou compartilham postagens com notícias ou conteúdos falsos",Nenhuma vontade,Parda,Outras Evangélicas específicas,ATÉ 1,MAIS DE 1 A 2,SUDESTE,CAPITAL,MAIS DE 500.000,189608346.0,2023-09-03,Face a face
FEM,22.0,18 A 24,1ª série,Não,Não,Não,Melhorar a qualidade da saúde,Melhorar a qualidade da educação,,"Ampliar a regulamentação, as regras a serem cumpridas pelas plataformas digitais (Facebook, Youtube, WhatsApp, etc.)",,,,,,Nenhuma vontade,Preta,Católica Apostólica Romana,ATÉ 1,ATÉ 1,NORDESTE,INTERIOR,DE 20.001 A 50.000,189555773.0,2023-09-02,Face a face
FEM,75.0,65 E MAIS,Pré-escola (ou 1º ano),Não votou em 2022 (Esp.),Não votou em 2022 (Esp.),Não votou em 2022 (Esp.),Reduzir a violência,Melhorar a qualidade da saúde,Melhorar a qualidade da educação,"Responsabilizar, punir ou caçar políticos que divulgam ou compartilham postagens com notícias ou conteúdos falsos",,,,,,Nenhuma vontade,Branca,"Afro-Brasileiras (Umbanda, Candomblé, etc)",ATÉ 1,ATÉ 1,SUDESTE,INTERIOR,DE 100.001 A 500.000,189570436.0,2023-09-02,Face a face
FEM,33.0,25 A 34,3ª série,Não,Não,Não,Melhorar a qualidade da saúde,Reduzir as desigualdades sociais,Melhorar a qualidade da educação,"Responsabilizar, punir ou caçar políticos que divulgam ou compartilham postagens com notícias ou conteúdos falsos",,,,,,Nenhuma vontade,Branca,"Afro-Brasileiras (Umbanda, Candomblé, etc)",MAIS DE 1 A 2,MAIS DE 1 A 2,SUDESTE,INTERIOR,DE 50.001 A 100.000,189550919.0,2023-09-02,Face a face
MAS,18.0,18 A 24,7ª série (ou 8º ano),Sim,Não,Não,Aumentar os impostos de grandes fortunas (ou dos mais ricos),Melhorar a qualidade da educação,Reduzir as desigualdades sociais,Responsabilizar e punir as empresas de tecnologia/comunicação que não removerem postagens com conteúdos falsos,"Ampliar a regulamentação para usuários que divulgam fake news, criadas por eles próprios ou por terceiros",,,,,Muita vontade,Parda,Católica Apostólica Romana,ATÉ 1,MAIS DE 1 A 2,SUDESTE,INTERIOR,DE 20.001 A 50.000,189531640.0,2023-09-01,Face a face
MAS,40.0,35 A 44,3ª série,Não,Não,Não,"Combater o preconceito (racismo, homofobia, diferença de classe social, etc.)",Combater as mudanças climáticas/desmatamento,Melhorar a qualidade da educação,"Ampliar a regulamentação, as regras a serem cumpridas pelas plataformas digitais (Facebook, Youtube, WhatsApp, etc.)",Responsabilizar e punir as empresas de tecnologia/comunicação que não removerem postagens com conteúdos falsos,"Ampliar a regulamentação para usuários que divulgam fake news, criadas por eles próprios ou por terceiros",Responsabilizar e punir os usuários que divulgam ou compartilham postagens com notícias ou conteúdos falsos,"Ampliar a regulamentação para políticos que divulgam fake news, criadas por eles próprios ou por terceiros","Responsabilizar, punir ou caçar políticos que divulgam ou compartilham postagens com notícias ou conteúdos falsos",Nenhuma vontade,Parda,Outras Evangélicas específicas,ATÉ 1,ATÉ 1,SUDESTE,INTERIOR,DE 20.001 A 50.000,189565274.0,2023-09-02,Face a face
MAS,19.0,18 A 24,3ª série,Não,Não,Não,"Combater o preconceito (racismo, homofobia, diferença de classe social, etc.)",Incentivar a geração de empregos,Reduzir a violência,Responsabilizar e punir os usuários que divulgam ou compartilham postagens com notícias ou conteúdos falsos,,,,,,Nenhuma vontade,Parda,Católica Apostólica Romana,MAIS DE 1 A 2,MAIS DE 2 A 5,SUDESTE,PERIFERIA,DE 100.001 A 500.000,189521172.0,2023-09-01,Face a face
FEM,35.0,35 A 44,7ª série (ou 8º ano),Não,Sim,Não,Reduzir as desigualdades sociais,Incentivar a geração de empregos,Melhorar a qualidade da saúde,"Ampliar a regulamentação, as regras a serem cumpridas pelas plataformas digitais (Facebook, Youtube, WhatsApp, etc.)",,,,,,Nenhuma vontade,Branca,Assembléia de Deus,ATÉ 1,MAIS DE 1 A 2,NORDESTE,CAPITAL,MAIS DE 500.000,189605092.0,2023-09-03,Face a face
MAS,23.0,18 A 24,3ª série,Não,Não,Não,Reduzir as desigualdades sociais,"Combater o preconceito (racismo, homofobia, diferença de classe social, etc.)",Aumentar os impostos de grandes fortunas (ou dos mais ricos),"Ampliar a regulamentação, as regras a serem cumpridas pelas plataformas digitais (Facebook, Youtube, WhatsApp, etc.)",Responsabilizar e punir os usuários que divulgam ou compartilham postagens com notícias ou conteúdos falsos,"Responsabilizar, punir ou caçar políticos que divulgam ou compartilham postagens com notícias ou conteúdos falsos",,,,Alguma vontade,Parda,Católica Apostólica Romana,MAIS DE 2 A 5,MAIS DE 2 A 5,NORTE,INTERIOR,DE 20.001 A 50.000,189569627.0,2023-09-02,Face a face
MAS,17.0,16 E 17,3ª série,Não,Não,Não,Melhorar a qualidade da educação,Reduzir a violência,Incentivar a geração de empregos,Responsabilizar e punir as empresas de tecnologia/comunicação que não removerem postagens com conteúdos falsos,,,,,,Nenhuma vontade,Parda,Católica Apostólica Romana,NÃO TEM RENDIMENTO PESSOAL,NÃO RESPONDEU,NORTE,INTERIOR,DE 50.001 A 100.000,189590107.0,2023-09-02,Face a face
MAS,58.0,55 A 64,7ª série (ou 8º ano),Não,Não,Não,Defender a igualdade entre homens e mulheres,"Combater o preconceito (racismo, homofobia, diferença de classe social, etc.)",Ampliar os espaços de participação política da população,"Responsabilizar, punir ou caçar políticos que divulgam ou compartilham postagens com notícias ou conteúdos falsos",,,,,,Nenhuma vontade,Parda,Batista/ Metodista/ Presbiteriana,MAIS DE 1 A 2,MAIS DE 2 A 5,NORDESTE,INTERIOR,MAIS DE 500.000,189516618.0,2023-09-01,Face a face
MAS,48.0,45 A 54,3ª série (ou 4º ano),Sim,Sim,Sim,Defender a igualdade entre homens e mulheres,Combater as mudanças climáticas/desmatamento,Melhorar a qualidade da saúde,Responsabilizar e punir os usuários que divulgam ou compartilham postagens com notícias ou conteúdos falsos,"Ampliar a regulamentação para políticos que divulgam fake news, criadas por eles próprios ou por terceiros","Responsabilizar, punir ou caçar políticos que divulgam ou compartilham postagens com notícias ou conteúdos falsos",,,,Nenhuma vontade,Preta,Católica Apostólica Romana,MAIS DE 1 A 2,MAIS DE 1 A 2,NORDESTE,INTERIOR,DE 10.001 A 20.000,189574221.0,2023-09-02,Face a face
FEM,41.0,35 A 44,Superior incompleto,Sim,Sim,Sim,Reduzir a violência,Melhorar a qualidade da educação,Melhorar a qualidade da saúde,"Ampliar a regulamentação, as regras a serem cumpridas pelas plataformas digitais (Facebook, Youtube, WhatsApp, etc.)","Ampliar a regulamentação para usuários que divulgam fake news, criadas por eles próprios ou por terceiros",Responsabilizar e punir os usuários que divulgam ou compartilham postagens com notícias ou conteúdos falsos,,,,Alguma vontade,Parda,Outras religiões,MAIS DE 1 A 2,MAIS DE 1 A 2,SUDESTE,INTERIOR,DE 100.001 A 500.000,189511971.0,2023-09-01,Face a face
MAS,35.0,35 A 44,"Sabe ler/ escrever, mas não cursou escola",Não,Não,Não,Incentivar a geração de empregos,,,Não sabe/ Não respondeu,,,,,,Nenhuma vontade,Branca,Católica Apostólica Romana,NÃO TEM RENDIMENTO PESSOAL,ATÉ 1,NORDESTE,INTERIOR,DE 50.001 A 100.000,189599145.0,2023-09-03,Face a face
FEM,41.0,35 A 44,8ª série (ou 9º ano),Não,Não,Sim,Reduzir a violência,Melhorar a qualidade da educação,Melhorar a qualidade da saúde,Responsabilizar e punir os usuários que divulgam ou compartilham postagens com notícias ou conteúdos falsos,,,,,,Nenhuma vontade,Parda,Assembléia de Deus,ATÉ 1,ATÉ 1,NORDESTE,INTERIOR,DE 5.001 A 10.000,189573850.0,2023-09-02,Face a face
FEM,25.0,25 A 34,Superior incompleto,Sim,Sim,Sim,Melhorar a qualidade da educação,Melhorar a qualidade da saúde,Incentivar a geração de empregos,"Ampliar a regulamentação, as regras a serem cumpridas pelas plataformas digitais (Facebook, Youtube, WhatsApp, etc.)",Responsabilizar e punir os usuários que divulgam ou compartilham postagens com notícias ou conteúdos falsos,"Responsabilizar, punir ou caçar políticos que divulgam ou compartilham postagens com notícias ou conteúdos falsos",,,,Nenhuma vontade,Branca,Católica Apostólica Romana,NÃO TEM RENDIMENTO PESSOAL,MAIS DE 1 A 2,SUDESTE,INTERIOR,DE 5.001 A 10.000,189605046.0,2023-09-03,Face a face
MAS,30.0,25 A 34,8ª série (ou 9º ano),Sim,Sim,Não,Melhorar a qualidade da saúde,Preservar os valores ligados à família,Reduzir a violência,Responsabilizar e punir os usuários que divulgam ou compartilham postagens com notícias ou conteúdos falsos,,,,,,Nenhuma vontade,Parda,Assembléia de Deus,MAIS DE 1 A 2,MAIS DE 2 A 5,NORDESTE,CAPITAL,MAIS DE 500.000,189511925.0,2023-09-01,Face a face
FEM,32.0,25 A 34,Superior completo,Sim,Sim,Sim,Melhorar a qualidade da educação,Melhorar a qualidade da saúde,,"Ampliar a regulamentação para usuários que divulgam fake news, criadas por eles próprios ou por terceiros","Ampliar a regulamentação para políticos que divulgam fake news, criadas por eles próprios ou por terceiros",,,,,Nenhuma vontade,Branca,Católica Apostólica Romana,MAIS DE 5 A 10,MAIS DE 10 A 20,SUDESTE,INTERIOR,MAIS DE 500.000,189516226.0,2023-09-01,Face a face
FEM,71.0,65 E MAIS,"Sabe ler/ escrever, mas não cursou escola",Sim,Sim,Sim,Não sabe/ Não respondeu,,,Não sabe/ Não respondeu,,,,,,Muita vontade,Branca,Católica Apostólica Romana,ATÉ 1,ATÉ 1,SUDESTE,INTERIOR,DE 10.001 A 20.000,189603398.0,2023-09-03,Face a face
MAS,33.0,25 A 34,2ª série (ou 3º ano),Não,Não,Não,Preservar os valores ligados à família,Incentivar a geração de empregos,Melhorar a qualidade da educação,Responsabilizar e punir as empresas de tecnologia/comunicação que não removerem postagens com conteúdos falsos,,,,,,Nenhuma vontade,Branca,Católica Apostólica Romana,ATÉ 1,MAIS DE 1 A 2,SUL,INTERIOR,DE 50.001 A 100.000,189656627.0,2023-09-04,Face a face
FEM,28.0,25 A 34,1ª série,Não,Não,Não,Incentivar a geração de empregos,Melhorar a qualidade da saúde,Reduzir a violência,Responsabilizar e punir os usuários que divulgam ou compartilham postagens com notícias ou conteúdos falsos,"Ampliar a regulamentação para políticos que divulgam fake news, criadas por eles próprios ou por terceiros",,,,,Nenhuma vontade,Parda,Católica Apostólica Romana,NÃO TEM RENDIMENTO PESSOAL,ATÉ 1,NORTE,INTERIOR,DE 100.001 A 500.000,189527467.0,2023-09-01,Face a face
MAS,49.0,45 A 54,8ª série (ou 9º ano),Sim,Sim,Sim,Não sabe/ Não respondeu,,,Não sabe/ Não respondeu,,,,,,Nenhuma vontade,Branca,Católica Apostólica Romana,ATÉ 1,MAIS DE 1 A 2,SUDESTE,INTERIOR,DE 50.001 A 100.000,189693820.0,2023-09-05,Face a face
MAS,39.0,35 A 44,3ª série,Não,Não,Não,Incentivar a geração de empregos,"Combater o preconceito (racismo, homofobia, diferença de classe social, etc.)",Preservar os valores ligados à família,Responsabilizar e punir os usuários que divulgam ou compartilham postagens com notícias ou conteúdos falsos,"Responsabilizar, punir ou caçar políticos que divulgam ou compartilham postagens com notícias ou conteúdos falsos",,,,,Nenhuma vontade,Branca,É religioso mas não segue nenhuma/ Agnóstico,MAIS DE 1 A 2,MAIS DE 1 A 2,SUDESTE,CAPITAL,MAIS DE 500.000,189533375.0,2023-09-01,Face a face
